Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
test,1,1,32,2,0,1,0
useful-actions,278,131,1267,4,4,69,1
vagas,0,0,0,2,0,0,0
webhooks-python,0,0,15,1,0,1,1
Alphasians-AINA,0,0,0,2,0,0,0
apisec-run-scan,0,0,0,4,0,0,0
article_foss4g2021,0,0,0,9,0,0,0
assert-command-line-output,15,6,5,1,0,11,1
aws-clis-action,8,2,2,1,0,4,1
aws-doc-sdk-examples,0,0,0,30,0,0,0
Calendly-mentores,1,1,0,2,0,0,0
clone-github-repo-action,107,43,2,1,1,7,2
cloud-formulas,0,0,2,2,0,1,0
command-output-file-action,0,0,2,1,0,0,1
copy-push-files,5,2,434,1,0,1,1
create-other-repo-branch-action,11,9,0,1,0,1,1
ctf-zup-2021,0,0,0,1,0,0,0
DescomplicandoDocker,0,0,0,2,0,0,0
developers-tips-and-tricks-resources,115,4,11,1,14,53,7
dezafio,0,0,0,2,0,0,1
diff-action,11,1,1,1,0,2,1
docker-para-desenvolvedores,0,0,0,30,0,0,0
docs-ritchie,0,0,0,10,0,0,0
formulas-4-tests,0,0,2,2,0,2,1
formulas-aws,15,5,3,2,3,10,3
formulas-games,24,3,8,1,1,10,2
formulas-github,49,16,7,5,6,29,2
formulas-gRPC,0,0,0,1,0,3,1
formulas-insights,5,5,2,1,0,4,1
formulas-office-hours,0,0,3,1,0,1,1
formulas-perso,0,0,0,1,0,0,1
formulas-pontomais,0,0,0,1,0,1,1
formulas-python,6,2,22,2,3,18,3
formulas-training,0,0,10,1,0,0,1
formulas-v3,0,0,0,1,0,1,1
git-commit-push,20,4,487,1,0,1,1
github_actions_test,2,1,0,2,0,1,0
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,2,30,0,1,0
GuillaumeFalourd,63,19,207,3,71,31,2
guillaumefalourd.github.io,0,0,0,1,0,0,1
horusec-action,0,0,0,2,0,1,0
hypedsearch,10,3,0,3,0,0,0
java-exercices,57,8,1,9,11,7,2
java-training-api,54,18,14,2,37,83,3
java-trilha-basica,9,1,0,2,2,7,3
jobs-by-city-linkedin-reports,0,0,2,1,0,0,1
Kivy_calculator,0,0,0,2,0,0,0
mapas-mentais,0,0,0,2,0,1,0
maven-cli-jdks-action,0,0,2,1,0,0,1
my-contents,0,0,0,1,0,0,1
NFive,1,1,0,9,0,0,0
noticias,0,0,0,1,0,0,0
open-issue-action,20,6,4,1,0,0,1
os-cli-poc,0,0,0,1,0,0,1
poc-bank-api-java,61,7,2,1,0,2,1
poc-bank-api-kotlin,0,0,4,2,0,0,1
poc-book-api-golang,0,0,2,1,0,0,1
poc-chalice-python,0,0,2,1,0,1,1
poc-cicd-herokuci,0,0,0,1,0,0,1
poc-cli-golang,0,0,3,1,0,0,1
poc-cli-python,1,1,0,2,0,1,2
poc-composite-run-steps-action,0,0,4,1,0,0,1
poc-django-python,0,0,2,1,0,0,1
poc-github-actions,511,103,5207,2,9,16,1
poc-go-mod,0,0,2,1,0,0,1
poc-grpc-golang,1,1,161,1,0,0,1
poc-grpc-java-gradle,0,0,0,2,0,2,1
poc-grpc-java-maven,0,0,1,1,0,1,1
poc-grpc-python,0,0,5,1,0,0,1
poc-kafka-python,6,2,3,1,0,0,1
poc-private-repo-actions,0,0,0,1,0,0,1
poc-proto,0,0,0,1,0,1,1
poc-pyinstaller,2,1,0,2,1,1,1
poc-rest-api-golang,0,0,2,1,0,0,1
poc-rest-api-python,0,0,2,1,0,0,1
poc-subprocess,6,1,20,2,0,1,1
poc-template-rest,0,0,0,2,0,0,0
poc-typescript,0,0,0,2,0,0,1
poc-viper,0,0,1,1,0,0,1
publicacoes,0,0,2,1,0,0,0
repo-template,0,0,17,1,0,1,1
repo1,2,1,29,2,0,1,0
repositories-reports,0,0,8,1,1,3,1
ritchie-action-go-15,0,0,4,1,0,0,1
ritchie-action-java-8,0,0,4,1,1,1,1
ritchie-action-node,0,0,4,1,0,0,1
ritchie-action-python,0,0,4,1,0,1,1
ritchie-action-shell,0,0,8,1,0,0,1
ritchie-cli,3,2,0,30,0,1,0
ritchie-cli-action,0,0,0,1,1,2,1
ritchie-demo-create-cluster,14,5,2,1,0,0,1
ritchie-docker-images,0,0,3,1,0,1,1
ritchie-formulas,0,0,0,30,0,0,0
ritchie-formulas-demo,0,0,0,11,0,0,0
ritchie-formulas-scheduler-demo,33,4,33,1,2,5,2
ritchie-tdc-poa,0,0,0,1,0,1,1
ritchie-tdc-recife,0,0,0,1,0,1,1
ritchie-templates,0,0,0,1,0,1,0
ritchie-templates-perso,0,0,0,2,0,0,1
setup-windows10-sdk-action,76,17,5,2,2,9,1
so-automation,0,0,0,1,0,0,1
splain,3,1,0,14,0,1,0
SSH-to-HTTPS,10,3,0,1,0,2,1
