Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
Practic,0,0,5,1,0,0,0
publicacoes,0,0,5,1,0,0,0
pull-request-action,0,0,7,1,0,1,1
read-java-properties-file,0,0,0,1,0,0,1
repo-template,1,1,5,1,0,0,1
repo1,0,0,7,2,0,0,0
repositories-reports,4,2,22,1,1,4,1
ritchie-action-go-15,0,0,9,1,0,0,1
ritchie-action-java-8,0,0,9,1,1,1,1
ritchie-action-node,6,1,8,1,0,0,1
ritchie-action-python,0,0,10,1,0,1,1
ritchie-action-shell,3,2,16,1,0,0,1
ritchie-cli,0,0,11,30,0,0,0
ritchie-cli-action,10,1,5,1,1,2,1
ritchie-demo-create-cluster,0,0,6,1,1,1,1
ritchie-docker-images,0,0,5,1,0,1,1
ritchie-formulas,0,0,6,30,0,0,0
ritchie-formulas-demo,0,0,9,11,0,0,0
ritchie-formulas-scheduler-demo,89,38,12,1,3,5,2
ritchie-tdc-poa,0,0,5,1,1,1,1
ritchie-tdc-recife,0,0,5,1,0,1,1
ritchie-templates,1,1,4,1,0,1,0
ritchie-templates-perso,0,0,6,2,0,0,1
schemastore-stackspot,0,0,2,6,0,0,0
setup-rsync,25,9,9,1,2,6,1
setup-windows10-sdk-action,38,15,9,5,9,19,1
sign-and-notarize-gha,18,10,7,1,0,3,1
so-automation,0,0,0,1,0,0,1
splain,0,0,4,14,0,0,0
SSH-to-HTTPS,14,3,4,1,1,1,1
stackspot-actions,1,1,0,1,0,0,1
stackspot-plugins,0,0,0,1,0,0,1
stk-cli-action,0,0,2,2,0,0,0
stk-cli-action-poc,1,1,5,1,0,0,1
stk-quickstart-golang,0,0,5,1,0,0,1
test,0,0,6,2,0,0,0
TestCreateSecret,0,0,2,2,0,0,0
useful-actions,119,54,624,4,12,193,2
vagas,0,0,6,2,0,0,0
viagem,0,0,3,3,0,0,0
wait-on-check-action,0,0,5,10,0,0,0
wait-sleep-action,1,1,8,1,0,0,1
webhooks-python,0,0,6,1,0,0,1
write-java-properties-file,27,1,9,1,0,2,1
xcode-notarize,2,2,5,2,0,0,0
actions-download-file,0,0,5,5,0,0,0
Alphasians-AINA,0,0,5,2,0,0,0
apisec-run-scan,0,0,5,4,0,0,0
article_foss4g2021,0,0,4,9,0,0,0
assert-command-line-output,25,9,15,2,3,14,1
awesome-chatgpt-prompts,0,0,5,30,0,0,0
aws-clis-action,0,0,9,1,0,4,1
aws-doc-sdk-examples,0,0,3,30,0,0,0
