Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
ritchie-tdc-poa,0,0,0,1,0,1,1
ritchie-tdc-recife,0,0,0,1,0,1,1
ritchie-templates,0,0,0,1,0,1,0
ritchie-templates-perso,0,0,0,2,0,0,1
setup-rsync,11,4,0,1,0,1,1
setup-windows10-sdk-action,106,17,39,2,3,9,1
sign-and-notarize-gha,14,9,0,1,0,0,1
so-automation,0,0,0,1,0,0,1
splain,1,1,0,14,0,0,0
SSH-to-HTTPS,1,1,0,1,1,1,1
stk-quickstart-golang,3,1,2,1,0,0,1
test,0,0,0,2,0,0,0
useful-actions,188,60,642,4,7,122,1
vagas,0,0,0,2,0,0,0
wait-on-check-action,0,0,0,10,0,0,0
wait-sleep-action,3,2,0,1,0,0,1
webhooks-python,0,0,0,1,0,0,1
xcode-notarize,8,5,0,2,0,0,0
actions-download-file,2,2,0,5,0,0,0
Alphasians-AINA,3,3,2,2,0,0,0
apisec-run-scan,0,0,2,4,0,0,0
article_foss4g2021,0,0,0,9,0,0,0
assert-command-line-output,77,15,4,1,1,10,1
aws-clis-action,3,1,1,1,0,4,1
aws-doc-sdk-examples,0,0,0,30,0,0,0
bot-area,0,0,2,3,0,0,0
Calendly-mentores,0,0,4,2,0,0,0
clone-github-repo-action,310,68,5,1,1,11,2
cloud-formulas,0,0,2,2,0,1,0
command-output-file-action,0,0,0,1,0,0,1
convert-json-to-env,131,6,46,1,0,0,1
copy-push-files,20,5,8,1,0,0,1
create-other-repo-branch-action,63,23,1,2,1,1,1
ctf-zup-2021,0,0,0,1,0,0,0
DescomplicandoDocker,0,0,0,2,0,0,0
developers-tips-and-tricks-resources,25,5,9,1,16,58,7
dezafio,1,1,0,2,0,0,1
diff-action,1,1,1,1,0,2,1
djangowallet,1,1,0,2,0,0,0
docker-para-desenvolvedores,0,0,0,30,0,0,0
docs-ritchie,0,0,0,10,0,0,0
formulas-4-tests,0,0,0,2,0,1,1
formulas-aws,9,8,3,2,4,11,3
formulas-games,50,14,2,1,1,10,2
formulas-github,70,29,3,5,6,31,2
formulas-gRPC,0,0,1,1,0,3,1
formulas-insights,4,4,12,1,0,6,1
formulas-office-hours,0,0,0,1,0,1,1
formulas-perso,0,0,0,1,0,0,1
formulas-pontomais,2,2,1,1,0,1,1
formulas-python,3,1,2,2,3,18,3
formulas-training,0,0,86,1,0,0,1
formulas-v3,0,0,0,1,0,1,1
git-commit-push,40,10,260,1,0,4,1
github_actions_test,0,0,0,2,0,0,0
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,0,30,0,1,0
GuillaumeFalourd,48,19,167,3,75,33,2
guillaumefalourd.github.io,0,0,2,1,0,0,1
horusec-action,0,0,0,2,0,0,0
hypedsearch,23,4,0,3,0,0,0
java-exercices,49,8,1,9,12,7,2
java-training-api,148,19,5,2,42,87,3
java-trilha-basica,3,1,0,2,3,8,3
jobs-by-city-linkedin-reports,0,0,2,1,0,0,1
Kivy_calculator,1,1,2,2,0,0,0
macos-installer-builder,0,0,0,3,0,0,0
mapas-mentais,0,0,0,2,0,1,0
maven-cli-jdks-action,5,3,0,1,0,0,1
my-contents,0,0,0,1,0,0,1
NFive,3,2,0,9,0,0,0
noticias,0,0,0,1,0,0,0
open-issue-action,17,7,1,1,0,2,1
os-cli-poc,0,0,0,1,0,0,1
poc-bank-api-java,2,2,2,2,0,2,1
poc-bank-api-kotlin,0,0,0,2,1,0,1
poc-book-api-golang,0,0,0,1,0,0,1
poc-chalice-python,18,4,2,1,0,1,1
poc-cicd-herokuci,0,0,0,1,0,0,1
poc-cli-golang,0,0,1,1,0,0,1
poc-cli-python,0,0,0,2,0,0,2
poc-composite-run-steps-action,0,0,0,1,0,0,1
poc-django-python,0,0,0,1,0,0,1
poc-github-actions,1300,286,699,2,16,31,1
poc-go-mod,0,0,0,1,0,0,1
poc-grpc-golang,3,1,1,1,0,0,1
poc-grpc-java-gradle,1,1,2,2,0,2,1
poc-grpc-java-maven,1,1,1,1,0,1,1
poc-grpc-python,0,0,0,1,0,0,1
poc-kafka-python,0,0,0,1,0,0,1
poc-private-repo-actions,0,0,0,1,0,0,1
poc-proto,0,0,1,1,0,1,1
poc-pyinstaller,1,1,0,2,1,0,1
poc-pytest-split-github-actions,157,4,123,1,1,0,1
poc-rest-api-golang,0,0,0,1,0,0,1
poc-rest-api-python,0,0,0,1,0,0,1
poc-self-hosted,0,0,0,1,0,0,1
poc-subprocess,1,1,3,2,0,1,1
poc-template-rest,9,1,0,2,0,0,0
poc-typescript,0,0,9,2,0,0,1
poc-viper,0,0,13,1,0,0,1
publicacoes,0,0,0,1,0,0,0
pull-request-action,3,2,61,1,0,1,1
repo-template,22,1,7,1,0,0,1
repo1,0,0,0,2,0,0,0
repositories-reports,0,0,4,1,1,3,1
ritchie-action-go-15,0,0,2,1,0,0,1
ritchie-action-java-8,0,0,2,1,1,1,1
ritchie-action-node,0,0,2,1,0,0,1
ritchie-action-python,0,0,9,1,0,1,1
ritchie-action-shell,0,0,2,1,0,0,1
ritchie-cli,0,0,0,30,0,0,0
ritchie-cli-action,1,1,1,1,1,2,1
ritchie-demo-create-cluster,24,4,2,1,0,0,1
ritchie-docker-images,11,3,0,1,0,1,1
ritchie-formulas,0,0,0,30,0,0,0
ritchie-formulas-demo,0,0,0,11,0,0,0
ritchie-formulas-scheduler-demo,65,20,4,1,2,5,2
