Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
aws-clis-action,4,2,0,1,0,3,1
Calendly-mentores,5,2,1,2,0,0,0
clone-github-repo-action,9,7,2,1,0,3,1
cloud-formulas,0,0,0,2,0,0,0
command-output-file-action,0,0,0,1,0,0,1
create-other-repo-branch-action,6,5,0,1,0,1,1
ctf-zup-2021,0,0,0,1,0,0,0
DescomplicandoDocker,5,3,0,2,0,0,0
developers-tips-and-tricks-resources,711,127,10,1,12,45,7
dezafio,21,1,0,2,0,0,1
diff-action,11,2,0,1,0,2,1
docker-para-desenvolvedores,9,5,0,30,0,0,0
docs-ritchie,3,1,2,10,0,0,0
formulas-4-tests,24,2,0,2,0,0,1
formulas-aws,75,18,2,2,2,6,3
formulas-games,26,5,0,1,1,10,2
formulas-github,208,37,11,5,5,23,2
formulas-gRPC,312,23,83,1,0,2,1
formulas-insights,7,5,0,1,0,2,1
formulas-office-hours,0,0,0,1,0,0,1
formulas-pontomais,87,7,7,1,0,1,1
formulas-python,24,7,4,2,3,15,3
formulas-training,9,1,14,1,0,0,1
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,0,30,0,1,0
GuillaumeFalourd,176,58,245,3,69,24,2
hypedsearch,0,0,1,3,0,0,0
java-training-api,2371,417,12,2,18,63,3
jobs-by-city-linkedin-reports,1,1,2,1,0,0,1
mapas-mentais,0,0,0,2,0,0,0
maven-cli-jdks-action,0,0,1,1,0,0,1
my-contents,0,0,0,1,0,0,1
NFive,0,0,1,9,0,0,0
noticias,0,0,0,1,0,0,0
open-issue-action,2,2,0,1,0,0,1
poc-bank-api-java,23,2,0,1,0,2,1
poc-bank-api-kotlin,1,1,0,2,0,0,1
poc-book-api-golang,0,0,0,1,0,0,1
poc-chalice-python,0,0,1,1,0,1,1
poc-cli-golang,30,5,7,1,0,0,1
poc-composite-run-steps-action,0,0,0,1,0,0,1
poc-django-python,0,0,0,1,0,0,1
poc-github-actions,247,58,85,2,2,4,1
poc-go-mod,1,1,0,1,0,0,1
poc-grpc-golang,93,15,963,1,0,0,1
poc-grpc-java-gradle,92,2,8,2,0,2,1
poc-grpc-java-maven,77,9,11,1,0,1,1
poc-grpc-python,18,2,7,1,0,0,1
poc-kafka-python,0,0,0,1,0,0,1
poc-proto,64,3,22,1,0,0,1
poc-rest-api-golang,1,1,0,1,0,0,1
poc-rest-api-python,0,0,0,1,0,0,1
poc-template-rest,25,4,11,1,0,0,0
poc-viper,20,3,18,1,0,0,1
publicacoes,0,0,0,1,0,0,0
repositories-reports,1,1,11,1,1,1,1
ritchie-action-go-15,1,1,0,1,0,0,1
ritchie-action-java-8,0,0,0,1,1,1,1
ritchie-action-node,0,0,0,1,0,0,1
ritchie-action-python,0,0,0,1,0,0,1
ritchie-action-shell,0,0,0,1,0,0,1
ritchie-cli,6,3,4,30,0,0,0
ritchie-cli-action,3,2,0,1,1,1,1
ritchie-demo-create-cluster,28,10,2,1,0,0,1
ritchie-docker-images,0,0,0,1,0,0,1
ritchie-formulas,42,5,2,30,0,0,0
ritchie-formulas-demo,6,2,0,11,0,0,0
ritchie-formulas-scheduler-demo,14,6,28,1,1,4,2
ritchie-tdc-poa,0,0,0,1,0,0,1
ritchie-tdc-recife,1,1,1,1,0,0,1
ritchie-templates,5,2,1,1,0,0,0
ritchie-templates-perso,3,1,0,2,0,0,1
setup-windows10-sdk-action,92,16,18,2,0,3,1
stackoverflow-automation,0,0,0,1,0,0,1
test-cli-commands-action,32,5,25,1,0,1,1
trilha-java,40,6,0,2,1,5,3
useful-actions,22,17,263,2,2,1,1
vagas,1,1,0,2,0,0,0
