Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
Alphasians-AINA,94,3,13,2,0,0,0
article_foss4g2021,74,3,4,9,0,0,0
aws-clis-action,5,2,0,1,0,3,1
Calendly-mentores,3,1,0,2,0,0,0
clone-github-repo-action,47,15,2,1,0,4,1
cloud-formulas,0,0,1,2,0,0,0
command-output-file-action,2,1,0,1,0,0,1
create-other-repo-branch-action,17,7,4,1,0,1,1
ctf-zup-2021,0,0,0,1,0,0,0
DescomplicandoDocker,0,0,0,2,0,0,0
developers-tips-and-tricks-resources,203,19,8,1,13,49,7
dezafio,13,1,0,2,0,0,1
diff-action,16,5,0,1,0,2,1
docker-para-desenvolvedores,0,0,0,30,0,0,0
docs-ritchie,0,0,0,10,0,0,0
formulas-4-tests,20,3,17,2,0,0,1
formulas-aws,101,14,3,2,2,7,3
formulas-games,18,6,5,1,1,10,2
formulas-github,188,27,9,5,5,23,2
formulas-gRPC,83,13,7,1,0,2,1
formulas-insights,4,3,3,1,0,2,1
formulas-office-hours,0,0,0,1,0,0,1
formulas-pontomais,17,4,0,1,0,1,1
formulas-python,39,5,16,2,3,15,3
formulas-training,0,0,14,1,0,0,1
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,0,30,0,1,0
GuillaumeFalourd,271,53,183,3,73,26,2
hypedsearch,29,1,0,3,0,0,0
java-training-api,587,88,10,2,20,66,3
jobs-by-city-linkedin-reports,2,1,2,1,0,0,1
mapas-mentais,0,0,0,2,0,0,0
maven-cli-jdks-action,3,2,0,1,0,0,1
my-contents,0,0,0,1,0,0,1
NFive,0,0,0,9,0,0,0
noticias,0,0,0,1,0,0,0
open-issue-action,5,3,0,1,0,0,1
os-cli-poc,14,1,1,1,0,0,1
poc-bank-api-java,3,2,0,1,0,2,1
poc-bank-api-kotlin,0,0,0,2,0,0,1
poc-book-api-golang,0,0,0,1,0,0,1
poc-chalice-python,0,0,7,1,0,1,1
poc-cli-golang,14,2,0,1,0,0,1
poc-composite-run-steps-action,0,0,0,1,0,0,1
poc-django-python,0,0,1,1,0,0,1
poc-github-actions,229,46,10308,2,2,5,1
poc-go-mod,0,0,0,1,0,0,1
poc-grpc-golang,15,7,1,1,0,0,1
poc-grpc-java-gradle,2,1,0,2,0,2,1
poc-grpc-java-maven,10,3,1,1,0,1,1
poc-grpc-python,3,2,2,1,0,0,1
poc-kafka-python,0,0,3,1,0,0,1
poc-proto,45,4,7,1,0,0,1
poc-rest-api-golang,0,0,0,1,0,0,1
poc-rest-api-python,0,0,1,1,0,0,1
poc-template-rest,8,2,5,1,0,0,0
poc-viper,0,0,0,1,0,0,1
publicacoes,0,0,0,1,0,0,0
repositories-reports,6,1,8,1,1,1,1
ritchie-action-go-15,2,1,0,1,0,0,1
ritchie-action-java-8,2,1,1,1,1,1,1
ritchie-action-node,2,1,0,1,0,0,1
ritchie-action-python,2,1,0,1,0,0,1
ritchie-action-shell,3,2,0,1,0,0,1
ritchie-cli,35,3,11,30,0,0,0
ritchie-cli-action,9,1,1,1,1,1,1
ritchie-demo-create-cluster,41,7,0,1,0,0,1
ritchie-docker-images,18,12,0,1,1,0,1
ritchie-formulas,13,2,0,30,0,0,0
ritchie-formulas-demo,0,0,1,11,0,0,0
ritchie-formulas-scheduler-demo,29,2,16,1,1,4,2
ritchie-tdc-poa,0,0,0,1,0,0,1
ritchie-tdc-recife,10,1,0,1,0,0,1
ritchie-templates,0,0,0,1,0,0,0
ritchie-templates-perso,0,0,1,2,0,0,1
setup-windows10-sdk-action,65,13,0,2,1,4,1
so-automation,129,1,0,1,0,0,1
test-cli-commands-action,18,3,0,1,0,1,1
trilha-java,3,3,0,2,1,5,3
useful-actions,31,16,266,2,2,2,1
vagas,0,0,0,2,0,0,0
