Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
aws-clis-action,1,1,4,1,0,3,1
clone-github-repo-action,40,9,0,1,0,1,1
cloud-formulas,0,0,0,2,0,0,0
command-output-file-action,1,1,2,1,0,0,1
create-other-repo-branch-action,80,4,17,1,0,1,1
ctf-zup-2021,0,0,0,1,0,0,0
developers-tips-and-tricks-resources,87,9,12,1,7,33,5
dezafio,5,2,1,1,0,0,1
diff-action,12,4,2,1,0,2,1
docs-ritchie,2,1,2,9,0,0,0
formulas-4-tests,72,5,22,2,0,0,1
formulas-aws,62,7,0,2,2,6,3
formulas-games,19,3,0,1,1,1,1
formulas-github,65,29,1,4,4,22,2
formulas-insights,3,3,2,1,0,2,1
formulas-office-hours,0,0,0,1,0,0,1
formulas-pontomais,0,0,0,1,0,0,1
formulas-python,40,10,2,2,3,14,2
formulas-training,0,0,28,1,0,0,1
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,0,30,0,1,0
GuillaumeFalourd,175,44,236,3,56,22,2
java-training-api,136,20,5,2,0,7,2
jobs-by-city-linkedin-reports,1,1,2,1,0,0,1
mapas-mentais,0,0,0,2,0,0,0
maven-cli-jdks-action,1,1,1,1,0,0,1
my-contents,0,0,0,1,0,0,1
noticias,0,0,0,1,0,0,0
open-issue-action,2,1,0,1,0,0,1
poc-bank-api-java,43,1,0,1,0,2,1
poc-bank-api-kotlin,0,0,0,2,0,0,1
poc-book-api-golang,0,0,0,1,0,0,1
poc-chalice-python,0,0,0,1,0,1,1
poc-composite-run-steps-action,0,0,0,1,0,0,1
poc-django-python,0,0,0,1,0,0,1
poc-github-actions,424,22,349,2,0,2,1
poc-go-mod,0,0,0,1,0,0,1
poc-grpc-python,0,0,1,1,0,0,1
poc-kafka-python,0,0,1,1,0,0,1
poc-rest-api-golang,1,1,0,1,0,0,1
poc-rest-api-python,0,0,1,1,0,0,1
publicacoes,0,0,0,1,0,0,0
repositories-reports,8,1,7,1,1,1,1
ritchie-action-go-15,3,1,0,1,0,0,1
ritchie-action-java-8,0,0,0,1,1,1,1
ritchie-action-node,9,2,0,1,0,0,1
ritchie-action-python,8,2,1,1,0,0,1
ritchie-action-shell,9,3,0,1,0,0,1
ritchie-cli,656,3,532,30,0,0,0
ritchie-cli-action,293,11,114,1,1,1,1
ritchie-demo-create-cluster,23,3,1,1,0,0,1
ritchie-docker-images,0,0,0,1,0,0,1
ritchie-formulas,0,0,0,30,0,0,0
ritchie-formulas-demo,43,3,5,11,0,0,0
ritchie-formulas-scheduler-demo,47,3,37,1,0,4,2
ritchie-tdc-poa,0,0,0,1,0,0,1
ritchie-tdc-recife,0,0,0,1,0,0,1
ritchie-templates,1,1,0,2,0,0,1
setup-windows10-sdk-action,7,3,0,2,0,0,1
stackoverflow-automation,0,0,0,1,0,0,1
test-cli-commands-action,389,10,1181,1,0,1,1
trilha-java,33,4,0,2,2,4,3
useful-actions,28,9,277,2,1,1,1
vagas,0,0,0,2,0,0,0
