Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
poc-pyinstaller,0,0,3,2,1,0,1
poc-pytest-split-github-actions,0,0,1,2,1,0,1
poc-remote-workflow,0,0,3,1,0,0,1
poc-rest-api-golang,0,0,1,1,0,0,1
poc-rest-api-python,0,0,2,2,0,0,1
poc-runtimes,0,0,0,2,0,0,1
poc-self-hosted,0,0,0,1,0,0,1
poc-subprocess,4,2,27,2,0,1,1
poc-template-rest,0,0,1,2,0,0,0
poc-terraform,0,0,0,1,0,0,1
poc-testing-rest-api-golang,0,0,0,2,0,0,1
poc-typescript,0,0,2,2,0,0,1
poc-viper,0,0,1,1,0,0,1
Practic,0,0,2,1,0,0,0
publicacoes,0,0,2,1,0,0,0
pull-request-action,3,3,3,1,1,2,1
read-java-properties-file,0,0,0,1,0,0,1
replace-values-action,0,0,1,1,0,1,1
repo-template,0,0,2,1,0,0,1
repo1,0,0,2,2,0,0,0
repositories-reports,1,1,26,1,1,5,1
ritchie-action-go-15,10,10,2,1,0,0,1
ritchie-action-java-8,37,37,2,1,1,1,1
ritchie-action-node,0,0,4,1,0,0,1
ritchie-action-python,13,13,3,1,0,1,1
ritchie-action-shell,12,12,3,1,0,0,1
ritchie-cli,2,2,10,30,0,0,0
ritchie-cli-action,13,13,3,1,1,2,1
ritchie-demo-create-cluster,1,1,4,1,2,2,1
ritchie-docker-images,2,2,1,1,0,1,1
ritchie-formulas,0,0,1,30,0,0,0
ritchie-formulas-demo,0,0,1,11,0,0,0
ritchie-formulas-scheduler-demo,4,4,3,1,4,5,2
ritchie-tdc-poa,0,0,3,1,1,1,1
ritchie-tdc-recife,0,0,1,1,0,1,1
ritchie-templates,1,1,2,1,7,1,0
ritchie-templates-perso,1,1,2,2,0,0,1
runtime-deploy,0,0,2,2,0,0,0
runtime-deploy-action,0,0,0,1,0,0,1
runtime-knowledge-sources,0,0,0,1,0,0,1
schemastore-stackspot,0,0,2,6,0,0,0
setup-rsync,17,10,17,3,3,11,1
setup-windows10-sdk-action,58,38,45,7,16,33,2
sign-and-notarize-gha,0,0,6,1,1,11,1
so-automation,0,0,0,1,0,0,1
splain,0,0,1,12,0,0,0
SSH-to-HTTPS,1,1,16,1,1,1,1
stackspot-actions,5,1,12,1,0,0,1
stackspot-ai-rqc,20,20,116,2,1,7,1
stackspot-ai-security-action-poc,0,0,93,1,2,3,2
stackspot-plugins,1,1,2,1,0,1,1
stk-cli-action,0,0,1,2,0,0,0
stk-cli-action-poc,0,0,2,1,0,0,1
stk-quickstart-golang,0,0,3,1,0,0,1
test,1,1,2,2,0,0,0
TestCreateSecret,0,0,1,2,0,0,0
useful-actions,72,44,635,6,25,296,1
vagas,0,0,1,2,0,0,0
viagem,0,0,2,3,0,0,0
wait-on-check-action,0,0,1,10,0,0,0
wait-sleep-action,36,28,19,1,0,3,1
webhooks-python,0,0,3,1,0,0,1
write-java-properties-file,23,23,4,2,0,3,1
xcode-notarize,12,12,0,2,2,2,0
actions-download-file,0,0,1,5,0,0,0
Alphasians-AINA,0,0,1,2,0,0,0
amplify-vite-react-template,25,1,14,2,0,0,1
apisec-run-scan,0,0,2,4,0,0,0
article_foss4g2021,0,0,1,9,0,0,0
assert-command-line-output,10,10,7,3,3,19,1
awesome-chatgpt-prompts,0,0,3,30,0,0,0
aws-clis-action,0,0,2,1,0,4,1
aws-doc-sdk-examples,0,0,1,30,0,0,0
aws-ecs-cluster-using-terraform,0,0,5,1,0,0,1
bot-area,0,0,2,3,1,0,0
branch-exists,110,35,21,1,0,2,1
Calendly-mentores,0,0,1,2,0,0,0
clone-github-repo-action,8,8,37,3,22,53,1
cloud-formulas,0,0,2,2,0,1,0
command-output-file-action,0,0,3,1,0,2,1
convert-json-to-env,19,10,3,2,1,2,1
copy-push-files,0,0,3,1,4,3,1
create-other-repo-branch-action,27,27,7,2,6,11,1
CrossPipe-Connect,0,0,0,1,0,0,1
ctf-zup-2021,0,0,1,1,0,0,0
desafio-hackathon-zup-byte,26,4,19,2,0,1,0
DescomplicandoDocker,0,0,1,2,0,0,0
developers-tips-and-tricks-resources,1,1,4,1,15,64,8
dezafio-java,0,0,0,2,0,0,1
dezafio-kotlin,0,0,0,3,0,0,1
dezafio-python-api,0,0,0,1,0,0,1
dezafio-python-cli,2,1,0,2,0,0,3
diff-action,11,11,4,1,0,3,1
djangowallet,0,0,2,2,0,0,0
docker-mysql-python,21,4,3,1,3,10,2
docker-para-desenvolvedores,0,0,1,30,0,0,0
docs-ritchie,0,0,1,10,0,0,0
engineering-handbook,0,0,0,1,0,0,1
formulas-4-tests,0,0,3,2,0,2,1
formulas-aws,7,7,7,3,7,12,3
formulas-games,12,5,1,1,2,10,2
formulas-github,16,8,10,5,6,36,2
formulas-gRPC,2,2,3,2,0,3,1
formulas-insights,8,8,5,1,0,8,1
formulas-office-hours,0,0,2,1,0,1,1
formulas-perso,0,0,0,1,0,0,1
formulas-pontomais,0,0,3,1,0,1,1
formulas-python,4,4,5,2,3,17,2
formulas-training,0,0,50,1,0,0,1
formulas-v3,0,0,2,1,0,1,1
get-release-or-tag,15,14,1,1,0,0,0
git-commit-push,15,5,646,1,2,17,1
gitHub-projects,0,0,0,2,0,0,0
github-stack,0,0,4,1,0,0,1
github-team-members,2,2,2,1,0,1,1
github_actions_test,0,0,3,2,0,0,0
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,1,30,0,1,0
GuillaumeFalourd,8,7,578,3,101,47,3
guillaumefalourd.github.io,0,0,2,1,0,0,1
horusec-action,1,1,0,2,0,0,0
hypedsearch,0,0,7,3,0,0,0
idea-maze,0,0,2,3,0,0,0
install-poetry,0,0,1,15,0,0,0
it-governance-api,0,0,6,1,1,0,0
java-exercices,303,69,9,11,15,51,2
java-training-api,20,11,12,2,43,108,3
java-trilha-basica,7,3,5,2,3,14,3
jobs-by-city-linkedin-reports,0,0,0,1,0,0,1
Kivy_calculator,0,0,3,2,0,0,0
kotlin-training-api,0,0,1,1,0,0,1
macos-installer-builder,0,0,1,3,0,0,0
mapas-mentais,0,0,1,2,0,1,0
maven-cli-jdks-action,16,14,2,1,0,0,1
my-contents,0,0,0,1,0,0,1
NFive,0,0,1,9,0,0,0
notary-tools,1,1,4,1,4,4,1
noticias,0,0,3,1,0,0,0
open-issue-action,1,1,2,1,1,2,1
oracle-plugins-new,0,0,0,3,0,0,0
os-cli-poc,0,0,0,1,0,0,1
phpunit,0,0,1,2,0,0,0
poc-ai,0,0,0,1,0,0,1
poc-bank-api-java,0,0,7,2,0,4,1
poc-bank-api-kotlin,0,0,0,2,0,0,1
poc-book-api-golang,0,0,2,1,0,0,1
poc-chalice-python,0,0,2,1,0,1,1
poc-cicd-herokuci,0,0,3,2,0,0,1
poc-cli-golang,0,0,3,2,0,1,1
poc-cli-python,0,0,1,2,0,0,2
poc-cli-translations,0,0,2,1,0,1,1
poc-composite-run-steps-action,0,0,3,1,0,0,1
poc-django-python,0,0,2,1,0,0,1
poc-encryption-jwt,0,0,4,2,3,8,1
poc-github-actions,153,77,1086,4,105,330,5
poc-go-mod,0,0,1,1,0,0,1
poc-grpc-golang,0,0,4,2,0,0,1
poc-grpc-java-gradle,0,0,2,2,1,2,1
poc-grpc-java-maven,0,0,3,3,0,1,1
poc-grpc-python,0,0,4,1,0,0,1
poc-kafka-python,6,2,4,1,0,0,1
poc-kubernetes,0,0,2,1,0,0,1
poc-private-repo-actions,0,0,0,1,0,0,1
poc-proto,0,0,3,1,0,1,1
