Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
ritchie-cli,0,0,0,30,0,0,0
ritchie-cli-action,0,0,0,1,1,2,1
ritchie-demo-create-cluster,1,1,0,1,0,0,1
ritchie-docker-images,13,7,0,1,0,1,1
ritchie-formulas,0,0,0,30,0,0,0
ritchie-formulas-demo,0,0,0,11,0,0,0
ritchie-formulas-scheduler-demo,73,39,0,1,3,5,2
ritchie-tdc-poa,0,0,0,1,1,1,1
ritchie-tdc-recife,0,0,0,1,0,1,1
ritchie-templates,0,0,0,1,0,1,0
ritchie-templates-perso,0,0,0,2,0,0,1
setup-rsync,8,6,0,1,1,3,1
setup-windows10-sdk-action,13,7,3,4,7,14,1
sign-and-notarize-gha,10,6,0,1,0,1,1
so-automation,0,0,0,1,0,0,1
splain,5,1,1,14,0,0,0
SSH-to-HTTPS,22,4,0,1,3,1,1
stk-cli-action-poc,1,1,0,1,0,0,1
stk-quickstart-golang,4,1,0,1,0,0,1
test,0,0,0,2,0,0,0
useful-actions,64,37,543,4,7,155,1
vagas,0,0,0,2,0,0,0
wait-on-check-action,0,0,0,10,0,0,0
wait-sleep-action,0,0,0,1,1,0,1
webhooks-python,0,0,2,1,0,0,1
xcode-notarize,0,0,0,2,0,0,0
actions-download-file,11,2,0,5,0,0,0
Alphasians-AINA,0,0,1,2,0,0,0
apisec-run-scan,0,0,0,4,0,0,0
article_foss4g2021,0,0,0,9,0,0,0
assert-command-line-output,27,16,2,1,3,11,1
aws-clis-action,3,2,0,1,1,4,1
aws-doc-sdk-examples,0,0,0,30,0,0,0
bot-area,2,1,2,3,1,0,0
Calendly-mentores,0,0,0,2,0,0,0
clone-github-repo-action,242,122,16,1,3,19,2
cloud-formulas,0,0,0,2,0,1,0
command-output-file-action,4,1,0,1,1,0,1
convert-json-to-env,23,8,2,1,1,1,1
copy-push-files,6,4,1,1,4,1,1
create-other-repo-branch-action,21,17,1,2,3,3,1
ctf-zup-2021,0,0,0,1,0,0,0
DescomplicandoDocker,0,0,0,2,0,0,0
developers-tips-and-tricks-resources,58,5,2,1,16,59,8
dezafio-java,11,1,0,2,0,0,1
dezafio-python-api,0,0,0,1,0,0,1
dezafio-python-cli,2,1,0,1,0,0,3
diff-action,10,2,1,1,1,2,1
djangowallet,0,0,0,2,0,0,0
docker-mysql-python,111,45,6,1,0,8,2
docker-para-desenvolvedores,0,0,0,30,0,0,0
docs-ritchie,0,0,0,10,0,0,0
formulas-4-tests,1,1,0,2,0,1,1
formulas-aws,46,6,3,2,5,13,3
formulas-games,23,9,5,1,1,10,2
formulas-github,134,28,2,5,6,34,2
formulas-gRPC,0,0,0,1,0,3,1
formulas-insights,1,1,3,1,0,7,1
formulas-office-hours,0,0,0,1,0,1,1
formulas-perso,0,0,0,1,0,0,1
formulas-pontomais,0,0,0,1,0,1,1
formulas-python,5,4,11,2,3,18,3
formulas-training,0,0,49,1,0,0,1
formulas-v3,0,0,0,1,0,1,1
git-commit-push,20,8,144,1,0,5,1
github-stack,24,2,10057,1,2,0,1
github_actions_test,0,0,0,2,0,0,0
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,0,30,0,1,0
GuillaumeFalourd,35,14,84,3,86,36,2
guillaumefalourd.github.io,0,0,0,1,0,0,1
horusec-action,0,0,0,2,0,0,0
hypedsearch,10,2,0,3,0,0,0
java-exercices,147,32,2,9,13,16,2
java-training-api,92,10,5,2,43,90,3
java-trilha-basica,0,0,1,2,4,11,3
jobs-by-city-linkedin-reports,10,1,1,1,0,0,1
Kivy_calculator,1,1,0,2,0,0,0
macos-installer-builder,0,0,0,3,0,0,0
mapas-mentais,0,0,0,2,0,1,0
maven-cli-jdks-action,14,6,1,1,1,0,1
my-contents,0,0,0,1,0,0,1
NFive,0,0,0,9,0,0,0
noticias,0,0,0,1,0,0,0
open-issue-action,15,7,0,1,1,2,1
os-cli-poc,0,0,0,1,0,0,1
poc-bank-api-java,13,2,1,2,0,2,1
poc-bank-api-kotlin,6,2,0,2,1,0,1
poc-book-api-golang,4,1,0,1,0,0,1
poc-chalice-python,0,0,1,1,0,1,1
poc-cicd-herokuci,0,0,1,1,0,0,1
poc-cli-golang,11,2,0,1,0,0,1
poc-cli-python,0,0,1,2,0,0,2
poc-cli-translations,27,3,7,1,0,0,1
poc-composite-run-steps-action,0,0,0,1,0,0,1
poc-django-python,0,0,2,1,0,0,1
poc-encryption-jwt,0,0,3,2,3,7,1
poc-github-actions,2038,477,637,2,29,61,2
poc-go-mod,1,1,0,1,0,0,1
poc-grpc-golang,1,1,339,1,0,0,1
poc-grpc-java-gradle,0,0,1,2,0,2,1
poc-grpc-java-maven,0,0,0,1,0,1,1
poc-grpc-python,0,0,2,1,0,0,1
poc-kafka-python,1,1,2,1,0,0,1
poc-private-repo-actions,0,0,0,1,0,0,1
poc-proto,0,0,1,1,0,1,1
poc-pyinstaller,2,2,2,2,1,0,1
poc-pytest-split-github-actions,0,0,2,1,1,0,1
poc-rest-api-golang,0,0,0,1,0,0,1
poc-rest-api-python,3,1,2,1,0,0,1
poc-self-hosted,0,0,0,1,0,0,1
poc-subprocess,0,0,1,2,0,1,1
poc-template-rest,0,0,0,2,0,0,0
poc-typescript,7,3,0,2,0,0,1
poc-viper,1,1,0,1,0,0,1
Practic,0,0,0,1,0,0,0
publicacoes,0,0,0,1,0,0,0
pull-request-action,10,3,0,1,0,1,1
repo-template,8,2,1,1,0,0,1
repo1,0,0,0,2,0,0,0
repositories-reports,0,0,4,1,1,3,1
ritchie-action-go-15,1,1,0,1,1,0,1
ritchie-action-java-8,4,1,0,1,2,1,1
ritchie-action-node,0,0,0,1,1,0,1
ritchie-action-python,1,1,0,1,1,1,1
ritchie-action-shell,0,0,0,1,0,0,1
